system   I             system.c:245  al_install_system                [   0.00096] Allegro version: 5.1.12 (WIP)
dtor     D               dtor.c:184  _al_register_destructor          [   0.23716] added dtor for object 02FE66E8, func 0FB014B0
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23718] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23719] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23721] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23722] added dtor for object 02FE5878, func 0FB014B0
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23725] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23727] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23728] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23730] added dtor for object 0C7225F8, func 0FB014B0
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23732] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23735]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23737]  0.000000 0.707107
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23890] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23896] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23900] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23902] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23912] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23914] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23923] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23925] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23933] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23935] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23942] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23944] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24026] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24030] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24129] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24134] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24149] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24151] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24162] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24164] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   3.04605] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   3.04610]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   3.04612]  0.500000
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   4.29524] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   4.29530]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   4.29534]  0.500000
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [  10.41192] destroying display 058F9330 (current 00000000)
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  10.41455] converting display bitmap 0C6A8AA8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  10.41463] added dtor for object 1208A788, func 0F7E21E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.41469] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.41474] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.41494] removed dtor for object 1208A788
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  10.41509] converting display bitmap 0C6F72C8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  10.41517] added dtor for object 1208A788, func 0F7E21E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.41522] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.41526] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.41563] removed dtor for object 1208A788
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  10.41569] converting display bitmap 0C6A8280 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  10.41576] added dtor for object 1208A788, func 0F7E21E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.41580] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.41584] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.41617] removed dtor for object 1208A788
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  10.41623] converting display bitmap 0C6A8118 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  10.41712] added dtor for object 1208A788, func 0F7E21E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.41716] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.41719] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.41878] removed dtor for object 1208A788
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  10.41938] converting display bitmap 0C617CF0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  10.42026] added dtor for object 1208A788, func 0F7E21E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.42031] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.42034] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.42178] removed dtor for object 1208A788
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  10.42235] converting display bitmap 0C6E4918 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  10.42240] added dtor for object 1208A788, func 0F7E21E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.42245] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.42248] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.42298] removed dtor for object 1208A788
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  10.42304] converting display bitmap 0C6DE928 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  10.42308] added dtor for object 1208A788, func 0F7E21E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.42312] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.42315] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.42362] removed dtor for object 1208A788
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  10.42368] converting display bitmap 0C6C46B8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  10.42372] added dtor for object 1208A788, func 0F7E21E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.42376] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.42379] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.42439] removed dtor for object 1208A788
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  10.42445] converting display bitmap 0C6A90A8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  10.42450] added dtor for object 1208A788, func 0F7E21E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.42454] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.42457] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.42514] removed dtor for object 1208A788
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  10.42520] converting display bitmap 0C685DB8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  10.42524] added dtor for object 1208A788, func 0F7E21E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.42528] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.42531] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.42588] removed dtor for object 1208A788
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [  10.42594] waiting for display 058F9330's thread to end
d3d      W         d3d_disp.cpp:593  d3d_destroy_device               [  10.43319] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1551 d3d_display_thread_proc          [  10.44785] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44821] removed dtor for object 0C685DB8
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44834] removed dtor for object 0C6A90A8
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44838] removed dtor for object 0C6C46B8
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44847] removed dtor for object 0C6DE928
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44851] removed dtor for object 0C6E4918
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44854] removed dtor for object 0C617CF0
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44889] removed dtor for object 0C6A8118
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44926] removed dtor for object 0C6A8AA8
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44930] removed dtor for object 0C6F72C8
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44934] removed dtor for object 0C6A8280
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44943] removed dtor for object 0C6789C0
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44982] removed dtor for object 0C678390
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.44989] removed dtor for object 0C678420
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.45704] removed dtor for object 0C7225F8
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.45710] removed dtor for object 02FE1D20
dtor     D               dtor.c:114  _al_run_destructors              [  10.45716] calling dtor for object 03052B70, func 0F7E172B
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.46226] removed dtor for object 03052B70
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.46231] removed dtor for object 02FE64D8
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.46235] removed dtor for object 02FE66E8
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.46237] removed dtor for object 02FE5878
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.46240] removed dtor for object 0301E908
audio-dsound D           dsound.cpp:539  _dsound_stop_voice               [  10.46243] Stopping voice
audio-dsound D           dsound.cpp:556  _dsound_stop_voice               [  10.46246] Joining thread
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [  10.46656] Joined thread
audio-dsound D           dsound.cpp:564  _dsound_stop_voice               [  10.46660] Destroying thread
audio-dsound D           dsound.cpp:566  _dsound_stop_voice               [  10.46664] Thread destroyed
audio-dsound D           dsound.cpp:573  _dsound_stop_voice               [  10.46667] Releasing buffer
audio-dsound I           dsound.cpp:577  _dsound_stop_voice               [  10.46670] Voice stopped
dtor     D               dtor.c:214  _al_unregister_destructor        [  10.46673] removed dtor for object 0C684BE0
audio-dsound D           dsound.cpp:389  _dsound_deallocate_voice         [  10.46676] Deallocating voice
audio-dsound D           dsound.cpp:394  _dsound_deallocate_voice         [  10.46679] Deallocated voice
audio-dsound D           dsound.cpp:303  _dsound_close                    [  10.46682] Releasing device
audio-dsound D           dsound.cpp:305  _dsound_close                    [  10.47429] Released device
audio-dsound I           dsound.cpp:308  _dsound_close                    [  10.47434] DirectSound closed
